State,City,Population
Kentucky,Farley,4701
Kentucky,Farmers,284
Kentucky,Farmington,2819
Kentucky,Fayette,286518
Kentucky,Fedscreek,3784
Kentucky,Ferguson,935
Kentucky,Fern Creek,18325
Kentucky,Fincastle,844
Kentucky,Flaherty,12202
Kentucky,Flat Lick,960
Kentucky,Flatgap,2755
Kentucky,Flatwoods,7405
Kentucky,Fleming-Neon,735
Kentucky,Flemingsburg,2702
Kentucky,Florence,31888
Kentucky,Fordsville,527
Kentucky,Forest Hills,455
Kentucky,Fort Campbell North,13685
Kentucky,Fort Campbell,17198
Kentucky,Fort Knox,10124
Kentucky,Fort Mitchell,8266
Kentucky,Fort Thomas,16329
Kentucky,Fort Wright,5760
Kentucky,Foster,1926
Kentucky,Fountain Run,212
Kentucky,Fox Chase,472
Kentucky,Francisville,7944
Kentucky,Frankfort,27557
Kentucky,Franklin,8695
Kentucky,Fredonia,394
Kentucky,Freeburn,399
Kentucky,Frenchburg,525
Kentucky,Fullerton,3370
Kentucky,Fulton,2246
Kentucky,Gamaliel,367
Kentucky,Garrison,4686
Kentucky,Gasper River,4395
Kentucky,Georgetown,31653
Kentucky,Ghent,324
Kentucky,Gilbertsville,458
Kentucky,Girdler,3781
Kentucky,Glasgow,14339
Kentucky,Glencoe,357
Kentucky,Glens Fork,1375
Kentucky,Glenview Hills,328
Kentucky,Glenview,543
Kentucky,Goose Creek,303
Kentucky,Goshen,962
Kentucky,Gradyville,2460
Kentucky,Grahn,3131
Kentucky,Grand Rivers,376
Kentucky,Grants Lick,7067
Kentucky,Grassy Creek,2244
Kentucky,Gravel Switch,1100
Kentucky,Graymoor-Devondale,2937
Kentucky,Grayson,4105
Kentucky,Gray,3063
Kentucky,Green Spring,736
Kentucky,Greencastle,2179
Kentucky,Greenmount-Langnau,2599
Kentucky,Greensburg,2130
Kentucky,Greenup,1165
Kentucky,Greenville,4402
Kentucky,Gregory,1236
Kentucky,Gresham,1712
Kentucky,Guthrie,1438
Kentucky,Haddix,2205
Kentucky,Halfway,2295
Kentucky,Hammonville,2006
Kentucky,Hanson,736
Kentucky,Hardinsburg,2319
Kentucky,Hardin,597
Kentucky,Hardshell,2239
Kentucky,Hardyville,2983
Kentucky,Harlan,1667
Kentucky,Harrisonville,5157
Kentucky,Harrodsburg,8361
Kentucky,Hartford,2696
Kentucky,Hawesville,1010
Kentucky,Hazard,5346
Kentucky,Hazel Green,2173
Kentucky,Hazel,411
Kentucky,Headquarters,1738
Kentucky,Hebbardsville-Robards,4392
Kentucky,Hebron Estates,1134
Kentucky,Hebron,13050
Kentucky,Heflin-Beda,3312
Kentucky,Hellier,2677
Kentucky,Henderson,28900
Kentucky,Hendron,4687
Kentucky,Heritage Creek,1111
Kentucky,Hickman,2212
Kentucky,Hickory Grove,4792
Kentucky,High Bridge,242
Kentucky,Highland Heights,7194
Kentucky,Highview,15547
Kentucky,Hillsboro,4321
Kentucky,Hillview,8002
Kentucky,Hindman,751
Kentucky,Hiseville,240
Kentucky,Hodgenville,3242
Kentucky,Holland,1444
Kentucky,Hollow Creek,806
Kentucky,Hollyvilla,549
Kentucky,Hopkinsville,32634
Kentucky,Horse Branch,1994
Kentucky,Horse Cave,2360
Kentucky,Houston Acres,501
Kentucky,Hunters Hollow,377
Kentucky,Hurstbourne Acres,1863
Kentucky,Hurstbourne,4336
Kentucky,Hustonville,399
Kentucky,Hyden,356
Kentucky,Independence,26378
Kentucky,Indian Hills,2946
Kentucky,Inez,695
Kentucky,Irvine,2432
Kentucky,Irvington,1178
Kentucky,Island,457
Kentucky,Isonville,2639
Kentucky,Jackson,2143
Kentucky,Jamestown,1816
Kentucky,Jeffersontown,26949
Kentucky,Jeffersonville,1697
Kentucky,Jeff,323
Kentucky,Jenkins,2095
Kentucky,Jetson,1750
Kentucky,Junction City,2224
Kentucky,Keavy,8991
Kentucky,Keeneland,392
Kentucky,Keene,4570
Kentucky,Kentucky Ridge,2093
Kentucky,Kenvir,297
Kentucky,Kevil,376
Kentucky,Kingsley,391
Kentucky,Kirkmansville,2934
Kentucky,Kirksey,4523
Kentucky,Krypton,3221
Kentucky,Kuttawa,670
Kentucky,La Center,1008
Kentucky,La Grange,8516
Kentucky,Lakeside Park,2768
Kentucky,Lakeview Heights,232
Kentucky,Lancaster,3765
Kentucky,Langdon Place,964
Kentucky,Latonia Lakes,336
Kentucky,Laurel-Petersville,2038
Kentucky,Lawrenceburg,11093
Kentucky,Lebanon Junction,1898
Kentucky,Lebanon,5617
Kentucky,Ledbetter,1683
Kentucky,Leitchfield,6872
Kentucky,Lewisburg,807
Kentucky,Lewisport,1709
Kentucky,Lexington-Fayette,310797
Kentucky,Liberty,2173
Kentucky,Lincoln,1523
Kentucky,Livermore,1352
Kentucky,Livingston,223
Kentucky,London,8126
Kentucky,Lone Oak,443
Kentucky,Long Fork,2599
Kentucky,Loretto,717
Kentucky,Louisa,2463
Kentucky,Louisville,262764
Kentucky,Loyall,665
Kentucky,Ludlow,4543
Kentucky,Lynch,720
Kentucky,Lyndon,11311
Kentucky,Lynnview,937
Kentucky,Maceo,413
Kentucky,Mackville,224
Kentucky,Madisonville,19622
Kentucky,Magnolia-Upton,3685
Kentucky,Magnolia,524
Kentucky,Malaga,940
Kentucky,Manchester,1407
Kentucky,Mannsville,2472
Kentucky,Manor Creek,229
Kentucky,Mare Creek,5029
Kentucky,Marion,3002
Kentucky,Marrowbone,217
Kentucky,Martin,608
Kentucky,Masonville,1014
Kentucky,Massac,4505
Kentucky,Mayfield,10122
Kentucky,Mayflower,3168
Kentucky,Mayking,487
Kentucky,Mays Lick,1774
Kentucky,Maysville,8851
Kentucky,Maytown,243
Kentucky,McCarr,1882
Kentucky,McDowell,3415
Kentucky,McHenry,390
Kentucky,McKee,787
Kentucky,McRoberts,784
Kentucky,Meadow Vale,754
Kentucky,Meadowview Estates,371
Kentucky,Melbourne,405
Kentucky,Mentor,211
Kentucky,Middleburg,3330
Kentucky,Middlesborough,9872
Kentucky,Middletown,7422
Kentucky,Midway,1656
Kentucky,Mill Springs,4195
Kentucky,Millard,5220
Kentucky,Millersburg,790
Kentucky,Millerstown,2748
Kentucky,Milton,574
Kentucky,Minor Lane Heights,1471
Kentucky,Monterey-New Columbus,2917
Kentucky,Monticello,6095
Kentucky,Moorland,441
Kentucky,Morehead,6978
Kentucky,Morganfield,3598
Kentucky,Morgantown,2466
Kentucky,Mortons Gap,854
Kentucky,Mount Herman,1949
Kentucky,Mount Olivet,286
Kentucky,Mount Sterling,7178
Kentucky,Mount Vernon,2482
Kentucky,Mount Victory,1645
Kentucky,Mount Washington,12246
Kentucky,Mousie,2564
Kentucky,Mozelle,3057
Kentucky,Mud Creek,5183
Kentucky,Muldraugh,1036
Kentucky,Munfordville,1651
Kentucky,Murray Hill,601
Kentucky,Murray,18630
Kentucky,Nancy,5117
Kentucky,Nebo,232
Kentucky,New Castle,923
Kentucky,New Concord,3644
Kentucky,New Haven,882
Kentucky,New Liberty,2976
Kentucky,New Market,734
Kentucky,Newburg,21162
Kentucky,Newport,15426
Kentucky,Nicholasville,29097
Kentucky,Nippa,2913
Kentucky,Norbourne Estates,452
Kentucky,North Corbin,1773
Kentucky,North Middletown,643
Kentucky,Northfield,1045
Kentucky,Nortonville,1193
Kentucky,Norwood,379
Kentucky,Oak Grove,7515
Kentucky,Oakbrook,9036
Kentucky,Oakdale,2561
Kentucky,Oakland,231
Kentucky,Oil Springs,3402
Kentucky,Okolona,18261
Kentucky,Old Brownsboro Place,363
Kentucky,Olive Hill,1609
Kentucky,Oneida,2627
Kentucky,Orchard Grass Hills,1689
Kentucky,Owensboro,58374
Kentucky,Owenton,1511
Kentucky,Owingsville,1581
Kentucky,Paducah,24978
Kentucky,Paint Creek,2756
Kentucky,Paint Lick,3294
Kentucky,Paintsville,4258
Kentucky,Paris,9747
Kentucky,Park City,549
Kentucky,Park Hills,2997
Kentucky,Park Lake,647
Kentucky,Parkers Lake,2499
Kentucky,Parkway Village,663
Kentucky,Patesville,2503
Kentucky,Pathfork,379
Kentucky,Payne Gap,329
Kentucky,Peaks Mill,1188
Kentucky,Pearl,343
Kentucky,Pembroke,890
Kentucky,Penrod,2045
Kentucky,Perryville,759
Kentucky,Petersburg,620
Kentucky,Pewee Valley,1522
Kentucky,Phelps,893
Kentucky,Pikeville,7327
Kentucky,Pine Grove,6249
Kentucky,Pine Knot,1621
Kentucky,Pine Mountain,1536
Kentucky,Piner-Visalia,7429
Kentucky,Pineville,1791
Kentucky,Pioneer Village,2810
Kentucky,Pippa Passes,644
Kentucky,Plano,1117
Kentucky,Plantation,855
Kentucky,Pleasant View,350
Kentucky,Pleasure Ridge Park,26433
Kentucky,Pleasureville,841
Kentucky,Plum Springs,480
Kentucky,Plymouth Village,206
Kentucky,Poor Fork,1196
Kentucky,Poplar Hills,370
Kentucky,Powderly,734
Kentucky,Prestonsburg,3277
Kentucky,Princeton,6199
Kentucky,Prospect,4860
Kentucky,Providence,3085
Kentucky,Pruden-Fonde,946
Kentucky,Pryorsburg,311
Kentucky,Rabbit Hash,315
Kentucky,Raccoon,4347
Kentucky,Raceland,2385
Kentucky,Radcliff,22952
Kentucky,Ravenna,595
Kentucky,Red Lick,5387
Kentucky,Reidland,4491
Kentucky,Richlawn,415
Kentucky,Richmond,33556
Kentucky,Risner-Bull Creek,2194
Kentucky,River Bluff,427
Kentucky,Riverwood,457
Kentucky,Robards,514
Kentucky,Robinson Creek,3538
Kentucky,Rockholds,390
Kentucky,Rockport,268
Kentucky,Rocky Hill,3238
Kentucky,Rolling Fields,660
Kentucky,Rolling Hills,985
Kentucky,Rosewood,1489
Kentucky,Rousseau,1050
Kentucky,Royalton,2253
Kentucky,Russell Springs,2512
Kentucky,Russellville,7038
Kentucky,Russell,3258
Kentucky,Ryland Heights,1037
Kentucky,Sacramento,458
Kentucky,Sadieville,325
Kentucky,Salem,742
Kentucky,Saloma,3026
Kentucky,Salt Lick,320
Kentucky,Salvisa-McAfee,4254
Kentucky,Salvisa,420
Kentucky,Salyersville,1829
Kentucky,Sand Gap,2831
Kentucky,Sanders,239
Kentucky,Sandy Hook,629
Kentucky,Saxton,4913
Kentucky,Science Hill,698
Kentucky,Scottsville,4346
Kentucky,Sebree,1561
Kentucky,Sedalia,3103
Kentucky,Seneca Gardens,710
Kentucky,Settle,3089
Kentucky,Sharpsburg,342
Kentucky,Shelbyville,14985
Kentucky,Shepherdsville,11856
Kentucky,Shiloh,4364
Kentucky,Shively,15643
Kentucky,Shopville,2544
Kentucky,Short Creek,2321
Kentucky,Sibert-Hima,3027
Kentucky,Sidney,2766
Kentucky,Siler,2321
Kentucky,Silver Grove,1118
Kentucky,Simpsonville,2655
Kentucky,Slaughters,210
Kentucky,Smithland,296
Kentucky,Smiths Grove,719
Kentucky,Somerset,11422
Kentucky,Sonora,499
Kentucky,South Fork,1316
Kentucky,South River,1506
Kentucky,South Shore,1107
Kentucky,South Wallins,859
Kentucky,South Williamson,7525
Kentucky,Southeast Lyon,1703
Kentucky,Southgate,3849
Kentucky,Sparta,264
Kentucky,Spottsville,11944
Kentucky,Spring Mill,296
Kentucky,Spring Valley,668
Kentucky,Springfield,2651
Kentucky,Springlee,436
Kentucky,St. Charles,273
Kentucky,St. Dennis,9411
Kentucky,St. Helens,1678
Kentucky,St. Mary,2691
Kentucky,St. Matthews,17911
Kentucky,St. Regis Park,1495
Kentucky,Stamping Ground,691
Kentucky,Stanford,3667
Kentucky,Stanton,2698
Kentucky,Station Camp,1861
Kentucky,Stearns,1416
Kentucky,Strathmoor Manor,344
Kentucky,Strathmoor Village,661
Kentucky,Sturgeon,974
Kentucky,Sturgis,1922
Kentucky,Sugar Grove,1792
Kentucky,Summer Shade,2967
Kentucky,Summersville,3080
Kentucky,Summit,3024
Kentucky,Sunfish,1090
Kentucky,Symsonia,5376
Kentucky,Taulbee,1309
Kentucky,Taylor Mill,6728
Kentucky,Taylorsville,790
Kentucky,Tejay,1834
Kentucky,Temple Hill,3400
Kentucky,Three Forks,1273
Kentucky,Tollesboro,3252
Kentucky,Tompkinsville,2297
Kentucky,Tracy,3921
Kentucky,Trenton,385
Kentucky,Trosper,1138
Kentucky,Tygarts,3592
Kentucky,Uniontown,976
Kentucky,Union,5733
Kentucky,Upper Clover,1842
Kentucky,Upper Tygarts,3426
Kentucky,Upton,674
Kentucky,Valley Station,23531
Kentucky,Vanceburg,1466
Kentucky,Verona,1455
Kentucky,Versailles,9054
Kentucky,Vicco,320
Kentucky,Villa Hills,7426
Kentucky,Vine Grove,5621
Kentucky,Viper,3400
Kentucky,Virgie,279
Kentucky,Walton,3870
Kentucky,Warfield,259
Kentucky,Warsaw,1686
Kentucky,Water Valley,283
Kentucky,Watterson Park,997
Kentucky,Waverly,313
Kentucky,Wayland,413
Kentucky,Waynesburg,5961
Kentucky,Webbville,1783
Kentucky,Welchs Creek,3415
Kentucky,Wellington,577
Kentucky,West Buechel,1264
Kentucky,West Liberty,3271
Kentucky,West Point,772
Kentucky,Westport,268
Kentucky,Westwood,4746
Kentucky,Wheelwright-Weeksbury,4115
Kentucky,Wheelwright,556
Kentucky,Whipps Millgate,425
Kentucky,White Oak,2995
Kentucky,White Plains,874
Kentucky,Whitesburg,2027
Kentucky,Whitesville,539
Kentucky,Whitley City,1170
Kentucky,Wickliffe,688
Kentucky,Wilder,3097
Kentucky,Wildwood,269
Kentucky,Willard,4435
Kentucky,Williamsburg,5274
Kentucky,Williamstown,3960
Kentucky,Willisburg,285
Kentucky,Wilmore,6123
Kentucky,Winchester,18443
Kentucky,Windy Hills,2427
Kentucky,Wingo,642
Kentucky,Woodburn,371
Kentucky,Woodland Hills,713
Kentucky,Woodlawn Park,968
Kentucky,Woodlawn-Oakdale,4901
Kentucky,Woodlawn,232
Kentucky,Worthington Hills,1487
Kentucky,Worthington,1586
Kentucky,Wrigley,1896
Kentucky,Wurtland,1050
Kentucky,Zula-Powersburg,3370
Louisiana,Abbeville,12446
Louisiana,Abita Springs,2479
Louisiana,Addis,4431
Louisiana,Albany,1098
Louisiana,Alexandria,48175
Louisiana,Ama,1316
Louisiana,Amelia,2459
Louisiana,Amite City,4327
Louisiana,Anacoco,867
Louisiana,Angie,243
Louisiana,Arabi,3635
Louisiana,Arcadia,2883
Louisiana,Arnaudville,1067
Louisiana,Ashland,264
Louisiana,Athens,235
Louisiana,Avondale,4954
Louisiana,Baker,13776
Louisiana,Baldwin,2361
Louisiana,Ball,4010
Louisiana,Banks Springs,1192
Louisiana,Barataria,1109
Louisiana,Basile,1811
Louisiana,Baskin,248
Louisiana,Bastrop,10881
Louisiana,Baton Rouge,228895
Louisiana,Bawcomville,3588
Louisiana,Bayou Blue,12352
Louisiana,Bayou Cane,19355
Louisiana,Bayou Country Club,1396
Louisiana,Bayou Gauche,2071
Louisiana,Bayou Goula,612
Louisiana,Bayou L'Ourse,1978
Louisiana,Bayou Vista,4652
Louisiana,Belcher,259
Louisiana,Belle Chasse,12679
Louisiana,Belle Rose,1902
Louisiana,Belmont,361
Louisiana,Benton,2043
Louisiana,Bernice,1654
Louisiana,Berwick,4810
Louisiana,Bienville,211
Louisiana,Blanchard,2910
Louisiana,Bogalusa,11926
Louisiana,Bonita,269
Louisiana,Boothville-Venice,1772
Louisiana,Boothville,854
Louisiana,Bordelonville,525
Louisiana,Bossier City,67472
Louisiana,Bourg,2579
Louisiana,Boutte,3075
Louisiana,Boyce,986
Louisiana,Branch,388
Louisiana,Breaux Bridge,8327
Louisiana,Bridge City,7706
Louisiana,Broussard,10356
Louisiana,Brownfields,5401
Louisiana,Brownsville-Bawcomville,7751
Louisiana,Brownsville,4317
Louisiana,Brusly,2706
Louisiana,Bunkie,4071
Louisiana,Buras-Triumph,2681
Louisiana,Buras,945
Louisiana,Cade,1723
Louisiana,Calhoun,679
Louisiana,Calvin,228
Louisiana,Cameron,406
Louisiana,Campti,1042
Louisiana,Cankton,490
Louisiana,Carencro,8453
Louisiana,Carlyss,4670
Louisiana,Castor,249
Louisiana,Catahoula,1094
Louisiana,Cecilia,1980
Louisiana,Center Point,492
Louisiana,Central,28119
Louisiana,Chackbay,5177
Louisiana,Chalmette,16751
Louisiana,Charenton,1903
Louisiana,Chataignier,360
Louisiana,Chatham,549
Louisiana,Chauvin,2912
Louisiana,Cheneyville,612
Louisiana,Choctaw,879
Louisiana,Choudrant,933
Louisiana,Church Point,4536
Louisiana,Claiborne,11507
Louisiana,Clarence,489
Louisiana,Clarks,1000
Louisiana,Clayton,697
Louisiana,Clinton,1589
Louisiana,Colfax,1532
Louisiana,Collinston,272
Louisiana,Columbia,379
Louisiana,Convent,711
Louisiana,Converse,440
Louisiana,Cotton Valley,980
Louisiana,Cottonport,1956
Louisiana,Coushatta,1869
Louisiana,Covington,9686
Louisiana,Creola,210
Louisiana,Crescent,959
Louisiana,Crowley,13189
Louisiana,Cullen,1134
Louisiana,Cut Off,5976
Louisiana,De Ridder,10799
Louisiana,DeQuincy,3174
Louisiana,Delcambre,1859
Louisiana,Delhi,2941
Louisiana,Delta,270
Louisiana,Denham Springs,10097
Louisiana,Des Allemands,2505
Louisiana,Destrehan,11535
Louisiana,Deville,1764
Louisiana,Dixie Inn,266
Louisiana,Dodson,323
Louisiana,Donaldsonville,7635
Louisiana,Doyline,800
Louisiana,Dry Prong,439
Louisiana,Dubach,977
Louisiana,Dubberly,266
Louisiana,Dulac,1463
Louisiana,Duson,1774
Louisiana,East Hodge,281
Louisiana,Eastwood,4093
Louisiana,Eden Isle,7041
Louisiana,Edgard,2441
Louisiana,Edgefield,207
Louisiana,Egan,631
Louisiana,Elizabeth,555
Louisiana,Elmwood,4635
Louisiana,Elton,1129
Louisiana,Empire,993
Louisiana,Epps,848
Louisiana,Erath,2110
Louisiana,Erwinville,2192
Louisiana,Estelle,16377
Louisiana,Estherwood,939
Louisiana,Eunice,10330
Louisiana,Evergreen,302
Louisiana,Farmerville,3881
Louisiana,Fenton,374
Louisiana,Ferriday,3440
Louisiana,Fifth Ward,800
Louisiana,Fisher,228
Louisiana,Florien,630
Louisiana,Folsom,755
Louisiana,Fordoche,910
Louisiana,Forest Hill,801
Louisiana,Forest,350
Louisiana,Fort Jesup,509
Louisiana,Fort Polk North,2864
Louisiana,Fort Polk South,9038
Louisiana,Franklinton,3776
Louisiana,Franklin,7368
Louisiana,French Settlement,1112
Louisiana,Galliano,7676
Louisiana,Gardere,10580
Louisiana,Garyville,2811
Louisiana,Georgetown,327
Louisiana,Gibsland,953
Louisiana,Gilbert,568
Louisiana,Gillis,657
Louisiana,Glencoe,211
Louisiana,Glenmora,1328
Louisiana,Golden Meadow,2076
Louisiana,Goldonna,425
Louisiana,Gonzales,10457
Louisiana,Grambling,5124
Louisiana,Gramercy,3466
Louisiana,Grand Cane,244
Louisiana,Grand Coteau,935
Louisiana,Grand Isle,1382
Louisiana,Grand Point,2473
Louisiana,Grayson,518
Louisiana,Gray,5584
Louisiana,Greensburg,688
Louisiana,Greenwood,3201
Louisiana,Gretna,17845
Louisiana,Grosse Tete,641
Louisiana,Gueydan,1400
Louisiana,Hackberry,1261
Louisiana,Hahnville,3344
Louisiana,Hall Summit,286
Louisiana,Hammond,20363
Louisiana,Harahan,9334
Louisiana,Harrisonburg,338
Louisiana,Harvey,20348
Louisiana,Haughton,3400
Louisiana,Hayes,780
Louisiana,Haynesville,2194
Louisiana,Heflin,234
Louisiana,Henderson,1722
Louisiana,Hessmer,781
Louisiana,Hester,498
Louisiana,Hodge,457
Louisiana,Homer,3036
Louisiana,Hornbeck,477
Louisiana,Hosston,311
Louisiana,Houma,34124
Louisiana,Ida,217
Louisiana,Independence,1687
Louisiana,Inniswold,6180
Louisiana,Iota,1485
Louisiana,Iowa,3174
Louisiana,Jackson,3800
Louisiana,Jean Lafitte,1956
Louisiana,Jeanerette,5530
Louisiana,Jefferson,11193
Louisiana,Jena,3387
Louisiana,Jennings,10183
Louisiana,Jonesboro,4623
Louisiana,Jonesville,2187
Louisiana,Jordan Hill,211
Louisiana,Joyce,384
Louisiana,Junction City,570
Louisiana,Kaplan,4609
Louisiana,Keachi,294
Louisiana,Kenner,67064
Louisiana,Kentwood,2310
Louisiana,Kilbourne,410
Louisiana,Killian,1290
Louisiana,Killona,793
Louisiana,Kinder,2451
Louisiana,Kraemer,934
Louisiana,Krotz Springs,1205
Louisiana,Labadieville,1854
Louisiana,Lacassine,480
Louisiana,Lacombe,8679
Louisiana,Lafayette,126066
Louisiana,Lafitte,972
Louisiana,Lafourche Crossing,2002
Louisiana,Lake Arthur,2746
Louisiana,Lake Charles,74889
Louisiana,Lake Providence,3821
Louisiana,Lakeshore,1930
Louisiana,Lakeview,948
Louisiana,Laplace,29872
Louisiana,Larose,7400
Louisiana,Lawtell,1198
Louisiana,Lecompte,1199
Louisiana,Leesville,6528
Louisiana,Lemannville,860
Louisiana,Leonville,1098
Louisiana,Livingston,1905
Louisiana,Livonia,1419
Louisiana,Lockport Heights,1286
Louisiana,Lockport,2550
Louisiana,Logansport,1573
Louisiana,Longville,635
Louisiana,Loreauville,895
Louisiana,Lucky,263
Louisiana,Luling,12119
Louisiana,Lutcher,3401
Louisiana,Lydia,952
Louisiana,Madisonville,803
Louisiana,Mamou,3186
Louisiana,Mandeville,12236
Louisiana,Mangham,656
Louisiana,Mansfield,5006
Louisiana,Mansura,1386
Louisiana,Many,2797
Louisiana,Maringouin,1077
Louisiana,Marion,757
Louisiana,Marksville,5553
Louisiana,Marrero,33141
Louisiana,Martin,568
Louisiana,Mathews,2209
Louisiana,Maurice,1170
Louisiana,McNary,205
Louisiana,Melville,1047
Louisiana,Mer Rouge,597
Louisiana,Meraux,5816
Louisiana,Mermentau,656
Louisiana,Merrydale,9772
Louisiana,Merryville,1109
Louisiana,Metairie,138481
Louisiana,Midway,1291
Louisiana,Milton,3030
Louisiana,Minden,12808
Louisiana,Minorca,2317
Louisiana,Monroe,49601
Louisiana,Montegut,1540
Louisiana,Monterey,439
Louisiana,Montgomery,723
Louisiana,Monticello,5172
Louisiana,Montpelier,252
Louisiana,Montz,1918
Louisiana,Mooringsport,789
Louisiana,Moreauville,906
Louisiana,Morgan City,11943
Louisiana,Morganza,598
Louisiana,Morse,806
Louisiana,Moss Bluff,11557
Louisiana,Napoleonville,647
Louisiana,Natalbany,2984
Louisiana,Natchez,587
Louisiana,Natchitoches,18384
Louisiana,New Iberia,30745
Louisiana,New Llano,2547
Louisiana,New Orleans,384320
Louisiana,New Roads,4734
Louisiana,New Sarpy,1464
Louisiana,Newellton,1095
Louisiana,Noble,251
Louisiana,Norco,3074
Louisiana,North Hodge,381
Louisiana,North Vacherie,2346
Louisiana,Norwood,315
Louisiana,Oak Grove,1700
Louisiana,Oak Hills Place,8195
Louisiana,Oakdale,7723
Louisiana,Oberlin,1754
Louisiana,Oil City,1001
Louisiana,Old Jefferson,6980
Louisiana,Olla,1375
Louisiana,Opelousas,16617
Louisiana,Oretta,418
Louisiana,Ossun,2144
Louisiana,Paincourtville,911
Louisiana,Paradis,1298
Louisiana,Parks,671
Louisiana,Patterson,6107
Louisiana,Paulina,1178
Louisiana,Pearl River,2472
Louisiana,Pierre Part,3169
Louisiana,Pine Prairie,1593
Louisiana,Pineville,14425
Louisiana,Pitkin,576
Louisiana,Plain Dealing,988
Louisiana,Plaquemine,6963
Louisiana,Plaucheville,240
Louisiana,Pleasant Hill,718
Louisiana,Pleasure Bend,250
Louisiana,Point Place,400
Louisiana,Pollock,479
Louisiana,Ponchatoula,6907
Louisiana,Port Allen,5144
Louisiana,Port Barre,2111
Louisiana,Port Sulphur,1760
Louisiana,Port Vincent,737
Louisiana,Poydras,2351
Louisiana,Prairieville,26895
Louisiana,Presquille,1807
Louisiana,Prien,7810
Louisiana,Prospect,476
Louisiana,Provencal,607
Louisiana,Raceland,10193
Louisiana,Rayne,8039
Louisiana,Rayville,3720
Louisiana,Red Chute,6261
Louisiana,Reddell,733
Louisiana,Reeves,230
Louisiana,Reserve,9766
Louisiana,Richmond,555
Louisiana,Richwood,3375
Louisiana,Ridgecrest,678
Louisiana,Ringgold,1443
Louisiana,River Ridge,13494
Louisiana,Roanoke,546
Louisiana,Rock Hill,274
Louisiana,Rodessa,265
Louisiana,Rosedale,781
Louisiana,Roseland,1186
Louisiana,Rosepine,1673
Louisiana,Ruston,22301
Louisiana,Saline,268
Louisiana,Sarepta,872
Louisiana,Schriever,6853
Louisiana,Scott,8910
Louisiana,Shenandoah,18399
Louisiana,Shreveport,198242
Louisiana,Sibley,1193
Louisiana,Sicily Island,509
Louisiana,Simmesport,2118
Louisiana,Simpson,635
Louisiana,Simsboro,857
Louisiana,Singer,287
Louisiana,Siracusaville,422
Louisiana,Slaughter,970
Louisiana,Slidell,27622
Louisiana,Sorrel,766
Louisiana,Sorrento,1551
Louisiana,South Mansfield,349
Louisiana,South Vacherie,3642
Louisiana,Spokane,442
Louisiana,Springfield,491
Louisiana,Springhill,5148
Louisiana,St. Francisville,1716
Louisiana,St. Gabriel,6993
Louisiana,St. James,828
Louisiana,St. Joseph,1076
Louisiana,St. Martinville,6092
Louisiana,St. Maurice,323
Louisiana,St. Rose,8122
Louisiana,Starks,664
Louisiana,Start,905
Louisiana,Sterlington,2187
Louisiana,Stonewall,2019
Louisiana,Sulphur,20206
Louisiana,Sunset,2928
Louisiana,Sun,479
Louisiana,Supreme,1052
Louisiana,Swartz,4536
Louisiana,Tallulah,7181
Louisiana,Tangipahoa,796
Louisiana,Terrytown,23319
Louisiana,Thibodaux,14603
Louisiana,Tickfaw,732
Louisiana,Timberlane,10243
Louisiana,Triumph,216
Louisiana,Tullos,384
Louisiana,Turkey Creek,443
Louisiana,Union,892
Louisiana,Urania,1309
Louisiana,Varnado,328
Louisiana,Venice,202
Louisiana,Ventress,890
Louisiana,Vidalia,4193
Louisiana,Vienna Bend,1251
Louisiana,Vienna,389
Louisiana,Village St. George,7104
Louisiana,Ville Platte,7287
Louisiana,Vinton,3365
Louisiana,Violet,4973
Louisiana,Vivian,3641
Louisiana,Waggaman,10015
Louisiana,Walker,6238
Louisiana,Wallace Ridge,710
Louisiana,Wallace,671
Louisiana,Washington,957
Louisiana,Waterproof,622
Louisiana,Watson,1047
Louisiana,Welcome,800
Louisiana,Welsh,3236
Louisiana,West Ferriday,1442
Louisiana,West Monroe,12985
Louisiana,Westlake,4612
Louisiana,Westminster,3008
Louisiana,Westwego,8545
Louisiana,White Castle,1856
Louisiana,Wilson,577
Louisiana,Winnfield,4629
Louisiana,Winnsboro,4785
Louisiana,Wisner,936
Louisiana,Woodmere,12080
Louisiana,Woodworth,1089
Louisiana,Youngsville,11006
Louisiana,Zachary,16219
Louisiana,Zwolle,1975
Maine,Abbot,714
Maine,Acton,2447
Maine,Addison,1266
Maine,Albion,2041
Maine,Alexander,499
Maine,Alfred,3019
Maine,Allagash,239
Maine,Alna,709
Maine,Alton,890
Maine,Amherst,265
Maine,Amity,238
Maine,Andover,821
Maine,Anson,752
Maine,Appleton,1316
Maine,Arrowsic,427
Maine,Arundel,4022
Maine,Ashland,1302
Maine,Athens,1019
Maine,Atkinson,326
Maine,Auburn,22912
Maine,Augusta,18705
Maine,Avon,461
Maine,Baileyville,1521
Maine,Baldwin,1525
Maine,Bangor,32568
Maine,Bar Harbor,2552
Maine,Bath,8324
Maine,Beals,508
Maine,Belfast,6677
Maine,Belgrade,3189
Maine,Belmont,942
Maine,Benton,2732
Maine,Berwick,2187
Maine,Bethel,2607
Maine,Biddeford,21337
Maine,Bingham,758
Maine,Blaine,726
Maine,Blue Hill,2686
Maine,Boothbay Harbor,1086
Maine,Boothbay,3120
Maine,Bowdoinham,2889
Maine,Bowdoin,3061
Maine,Bradford,1290
Maine,Bradley,1492
Maine,Bremen,806
