Zip Code,School Name,City,State,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Type
71301,central louisiana technical community college,alexandria,LA,13.0,5115.0,,,0.539499036609,5497.0,,11966.0,7000.0,29545.0,,Public
71118,ayers career college,shreveport,LA,12.0,,,,0.64406779661,,17824.0,,9500.0,28340.0,24800.0,Private
70806,baton rouge general medical center school of nursing&school of radiologic technology,baton rouge,LA,12.0,,,,,,,,16750.0,64058.0,52300.0,
71111,bossier parish community college,bossier city,LA,13.0,6101.0,,,0.122798887859,9840.0,,15872.0,17500.0,31324.0,31000.0,Public
71104,centenary college of louisiana,shreveport,LA,12.0,7591.0,1171.0,0.5442,0.482014388489,,25159.0,57929.0,27000.0,46597.0,41600.0,Private
71291,cloyds beauty school 1 inc,west monroe,LA,22.0,,,,0.606060606061,,5902.0,,,,,Private
70119,crescent city bartending school,new orleans,LA,11.0,,,,0.805699481865,,19078.0,,9500.0,24330.0,27200.0,Private
70119,delgado community college,new orleans,LA,11.0,7030.0,,,0.131504257332,11926.0,,19137.0,20198.0,29963.0,32700.0,Public
70601,avery james college,lake charles,LA,13.0,,,,0.5,,17278.0,,9573.0,14164.0,,Private
70726,denham springs beauty school,denham springs,LA,21.0,,,,0.770833333333,,10597.0,,,20654.0,,Private
70122,dillard university,new orleans,LA,11.0,7291.0,1089.0,0.4051,0.46017699115,,18553.0,36057.0,31000.0,34724.0,32400.0,Private
70043,nunez community college,chalmette,LA,21.0,6156.0,,,0.227886056972,10017.0,,17309.0,13000.0,32625.0,34800.0,Public
71245,grambling state university,grambling,LA,32.0,6374.0,955.0,0.2368,0.238805970149,19125.0,,25100.0,36500.0,29689.0,30400.0,Public
71105,belbo beauty institute,shreveport,LA,12.0,,,,,,23914.0,,9500.0,17263.0,21200.0,Private
70817,iti technical college,baton rouge,LA,21.0,4801.0,,,0.651898734177,,19862.0,24236.0,15006.0,65501.0,54200.0,Private
70062,john jay beauty college,kenner,LA,21.0,,,,,,6624.0,,,20321.0,21900.0,Private
70112,louisiana state university health sciences center new orleans,new orleans,LA,11.0,9549.0,,,0.820512820513,,,,19500.0,75116.0,96200.0,
71302,louisiana state university alexandria,alexandria,LA,41.0,7238.0,1048.0,0.9263,0.296448087432,8365.0,,15540.0,19000.0,39039.0,35000.0,Public
70803,louisiana state university and agricultural&mechanical college,baton rouge,LA,12.0,11234.0,1248.0,0.74,0.56709057877,20015.0,,34328.0,20500.0,54621.0,52000.0,Public
70535,louisiana state university eunice,eunice,LA,32.0,5716.0,,,0.190217391304,9619.0,,16541.0,14250.0,35569.0,34600.0,Public
71115,louisiana state university shreveport,shreveport,LA,12.0,9335.0,1119.0,0.8272,0.310144927536,8130.0,,19233.0,22500.0,43811.0,39700.0,Public
70816,aveda arts&sciences institute baton rouge,baton rouge,LA,21.0,,,,0.55652173913,,20934.0,,9833.0,25696.0,25900.0,Private
70503,aveda arts&sciences institute lafayette,lafayette,LA,12.0,,,,0.788617886179,,,,7916.0,21877.0,22400.0,
70535,louisiana academy of beauty,eunice,LA,32.0,,,,0.6,,20597.0,,,16590.0,15300.0,Private
71359,louisiana christian university,pineville,LA,23.0,6201.0,,0.8379,0.310469314079,,16874.0,30564.0,21875.0,42939.0,44400.0,Private
70570,opelousas school of cosmetology,opelousas,LA,32.0,,,,,,16904.0,,,18969.0,,Private
71272,louisiana tech university,ruston,LA,32.0,8887.0,1190.0,0.7257,0.412988650694,12209.0,,24405.0,22135.0,48864.0,45100.0,Public
70118,loyola university new orleans,new orleans,LA,11.0,8882.0,,0.8772,0.576856649396,,22762.0,61837.0,26000.0,44225.0,43400.0,Private
70605,mcneese state university,lake charles,LA,13.0,7597.0,1080.0,0.6755,0.344748858447,11257.0,,21168.0,23000.0,41254.0,41100.0,Public
70148,university of new orleans,new orleans,LA,11.0,9144.0,1056.0,0.6677,0.318784099766,11147.0,,22605.0,18750.0,43309.0,40300.0,Public
70126,new orleans baptist ological seminary,new orleans,LA,11.0,6457.0,,,,,,,,,,
70310,nicholls state university,thibodaux,LA,13.0,6985.0,1088.0,0.9602,0.39258114374,12091.0,,21519.0,22675.0,42544.0,41900.0,Public
71209,university of louisiana monroe,monroe,LA,13.0,7998.0,1102.0,0.7456,0.443414956982,11633.0,,23552.0,21500.0,42240.0,41700.0,Public
71055,northwest louisiana technical community college,minden,LA,41.0,4989.0,,,0.625,9847.0,,17202.0,,32033.0,,Public
71497,northwestern state university of louisiana,natchitoches,LA,33.0,7186.0,1090.0,0.9374,0.395569620253,13809.0,,24496.0,25000.0,43941.0,39300.0,Public
70131,university of holy cross,new orleans,LA,11.0,7700.0,,0.9901,0.243027888446,,16780.0,28380.0,26995.0,47498.0,41900.0,Private
70808,franciscan missionaries of our lady university,baton rouge,LA,12.0,8005.0,,0.8294,0.31,,17797.0,27314.0,27672.0,57016.0,49200.0,Private
71105,pat goins beauty schools formerly paul mitchell  school shreveport,shreveport,LA,12.0,,,,0.53125,,14808.0,,6333.0,,,Private
71201,celebrity stylist beauty school,monroe,LA,13.0,,,,,,14290.0,,9500.0,15910.0,,Private
71360,pineville beauty school,pineville,LA,23.0,,,,0.6,,12923.0,,,14480.0,,Private
70433,aveda arts&sciences institute covington,covington,LA,13.0,,,,0.750296559905,,23626.0,,7917.0,26953.0,28200.0,Private
70457,saint joseph seminary college,st. benedict,LA,41.0,3688.0,,,,,39513.0,43395.0,,,,Private
70363,lasalle tech,houma,LA,13.0,,,,0.478260869565,,10463.0,,6333.0,19143.0,16100.0,Private
70395,fletcher technical community college,schriever,LA,41.0,5902.0,,,0.192041522491,10689.0,,16674.0,10064.0,30468.0,30500.0,Public
70503,remington college lafayette campus,lafayette,LA,12.0,5160.0,,,0.545222041386,,28875.0,35344.0,13271.0,28019.0,24000.0,Private
70615,sowela technical community college,lake charles,LA,13.0,6043.0,,,0.254385964912,8861.0,,16402.0,,32061.0,45200.0,Public
70114,stevensons academy of hair design,new orleans,LA,11.0,,,,0.55,,3715.0,,,23664.0,19700.0,Private
70402,souastern louisiana university,hammond,LA,13.0,7364.0,1090.0,0.9428,0.328255902513,12174.0,,22647.0,22113.0,42305.0,38900.0,Public
70813,sourn university and a&m college,baton rouge,LA,12.0,7535.0,938.0,0.4987,0.25817555938,19740.0,,26076.0,29251.0,38628.0,34900.0,Public
70126,sourn university new orleans,new orleans,LA,11.0,7041.0,910.0,0.6021,0.304347826087,15260.0,,20893.0,31000.0,33646.0,28300.0,Public
71107,sourn university shreveport,shreveport,LA,12.0,6147.0,,,0.070035460993,12890.0,,18188.0,18500.0,29048.0,29800.0,Public
70503,university of louisiana lafayette,lafayette,LA,12.0,8915.0,1219.0,0.8883,0.447846889952,14118.0,,24631.0,22902.0,44392.0,42000.0,Public
70445,northshore technical community college,lacombe,LA,41.0,5456.0,,,0.141744548287,9942.0,,15772.0,12000.0,29088.0,,Public
70118,tulane university,new orleans,LA,11.0,12908.0,1443.0,0.1459,0.601300108342,,43939.0,83761.0,20500.0,56725.0,64000.0,Private
70125,xavier university of louisiana,new orleans,LA,11.0,9727.0,1077.0,0.7448,0.392405063291,,18285.0,39183.0,24053.0,48490.0,56300.0,Private
4609,college of  atlantic,bar harbor,ME,43.0,8972.0,,0.6502,0.526315789474,,24028.0,56334.0,25050.0,34650.0,32300.0,Private
4240,bates college,lewiston,ME,13.0,11817.0,1446.0,0.1302,0.890804597701,,30703.0,80440.0,14275.0,69879.0,56200.0,Private
4401,beal university,bangor,ME,13.0,5280.0,,,0.464516129032,,33857.0,,19500.0,33454.0,23600.0,Private
4011,bowdoin college,brunswick,ME,31.0,14059.0,1514.0,0.0802,0.941860465116,,20786.0,80390.0,18500.0,79520.0,62700.0,Private
4240,maine college of health professions,lewiston,ME,13.0,6117.0,910.0,0.3333,0.777777777778,,20438.0,20438.0,15250.0,49857.0,54000.0,Private
4210,central maine community college,auburn,ME,13.0,6844.0,,,0.266065388952,7489.0,,15160.0,12000.0,39911.0,32400.0,Public
4901,colby college,waterville,ME,33.0,12602.0,1500.0,0.0683,0.882096069869,,23939.0,81550.0,19157.0,68015.0,64900.0,Private
4401,eastern maine community college,bangor,ME,13.0,7281.0,,,0.24659400545,8036.0,,17184.0,11293.0,37661.0,34200.0,Public
4937,kennebec valley community college,fairfield,ME,33.0,6860.0,,,0.406462585034,6994.0,,13978.0,13255.0,45906.0,32700.0,Public
4046,landing school,arundel,ME,41.0,7183.0,,,,,24342.0,31362.0,,49209.0,,Private
4330,university of maine augusta,augusta,ME,32.0,7870.0,,,0.208955223881,11353.0,,18813.0,22734.0,38850.0,27400.0,Public
4938,university of maine farmington,farmington,ME,43.0,8306.0,1040.0,0.9763,0.431411530815,14873.0,,24103.0,24499.0,37423.0,32000.0,Public
4743,university of maine fort kent,fort kent,ME,43.0,7831.0,,0.9907,0.39852398524,10865.0,,18532.0,20160.0,55899.0,36700.0,Public
4469,university of maine,orono,ME,23.0,11151.0,,0.9571,0.464190981432,18045.0,,26418.0,25000.0,47778.0,42500.0,Public
4420,maine maritime academy,castine,ME,42.0,,1185.0,0.614,0.642533936652,21185.0,,30166.0,27000.0,84472.0,88000.0,Public
4769,university of maine presque isle,presque isle,ME,41.0,7805.0,,0.9709,0.30534351145,10028.0,,18663.0,16000.0,37342.0,29900.0,Public
4005,university of new england,biddeford,ME,22.0,9082.0,,0.8884,0.653450807636,,37109.0,60706.0,25250.0,59059.0,46700.0,Private
4769,norrn maine community college,presque isle,ME,33.0,7175.0,,,0.425339366516,8416.0,,15581.0,10825.0,36022.0,30300.0,Public
4101,empire beauty school maine,portland,ME,13.0,,,,0.49463647199,,16411.0,,13000.0,21338.0,20000.0,Private
4101,maine college of art&design,portland,ME,13.0,6915.0,,0.7755,0.441379310345,,36443.0,57027.0,27000.0,32039.0,25100.0,Private
4084,saint josephs college of maine,standish,ME,41.0,6398.0,1030.0,0.8172,0.586776859504,,24666.0,58452.0,27000.0,62545.0,48600.0,Private
4092,spa tech institute westbrook,westbrook,ME,22.0,,,,0.75730994152,,18283.0,,6333.0,37978.0,25100.0,Private
4106,sourn maine community college,south portland,ME,13.0,7890.0,,,0.252678008822,11638.0,,16400.0,10331.0,38965.0,34200.0,Public
4103,university of sourn maine,portland,ME,13.0,10710.0,1130.0,0.7931,0.401816911251,11729.0,,21381.0,19060.0,47454.0,40300.0,Public
4901,thomas college,waterville,ME,33.0,7542.0,,0.9707,0.501683501684,,19223.0,43757.0,24250.0,37492.0,37600.0,Private
4260,unity environmental university,new gloucester,ME,42.0,5404.0,,0.818,0.46875,,18217.0,20915.0,25000.0,36959.0,33100.0,Private
4619,washington county community college,calais,ME,43.0,6995.0,,,,3994.0,,13240.0,,30398.0,27400.0,Public
21502,allegany college of maryland,cumberland,MD,33.0,6204.0,,,0.274368231047,10107.0,,16082.0,13702.0,35489.0,31400.0,Public
21012,anne arundel community college,arnold,MD,21.0,8995.0,,,0.167391304348,15929.0,,20548.0,8250.0,42840.0,39400.0,Public
21740,award beauty school,hagerstown,MD,13.0,,,,0.56862745098,,20744.0,,13000.0,18042.0,16800.0,Private
21201,baltimore studio of hair design,baltimore,MD,11.0,,,,0.363636363636,,17001.0,,8463.0,17501.0,19100.0,Private
21215,baltimore city community college,baltimore,MD,11.0,9519.0,,,0.117842323651,9769.0,,15745.0,,32588.0,28200.0,Public
21201,university of baltimore,baltimore,MD,11.0,13190.0,1060.0,0.8555,0.393129770992,17546.0,,27477.0,23250.0,55807.0,60700.0,Public
20715,bowie state university,bowie,MD,21.0,10830.0,935.0,0.8354,0.347073371805,19335.0,,24302.0,22985.0,50034.0,41400.0,Public
20708,capitol technology university,laurel,MD,21.0,5193.0,,0.7794,0.426086956522,,24678.0,40900.0,20264.0,83027.0,54400.0,Private
21901,cecil college,north east,MD,41.0,7637.0,,,0.087751371115,10097.0,,15109.0,9536.0,42455.0,32400.0,Public
20646,college of sourn maryland,la plata,MD,41.0,8621.0,,,0.131147540984,9867.0,,13570.0,8500.0,40875.0,36200.0,Public
21679,chesapeake college,wye mills,MD,42.0,7956.0,,,0.172284644195,4178.0,,10090.0,,35105.0,30700.0,Public
20912,washington adventist university,takoma park,MD,21.0,6032.0,920.0,0.4536,0.397058823529,,15026.0,34570.0,30500.0,50919.0,44900.0,Private
21216,coppin state university,baltimore,MD,11.0,9486.0,,0.4956,0.332838038633,6007.0,,20152.0,25000.0,41640.0,38200.0,Public
21804,del mar va beauty academy,salisbury,MD,13.0,,,,,,25617.0,,16500.0,26064.0,20100.0,Private
21244,north american trade schools,baltimore,MD,21.0,,,,0.679738562092,,11812.0,,7338.0,41530.0,33500.0,Private
21702,frederick community college,frederick,MD,13.0,7917.0,,,0.275316455696,2801.0,,8886.0,8150.0,41355.0,37200.0,Public
21532,frostburg state university,frostburg,MD,33.0,8848.0,,0.8944,0.519584332534,15323.0,,26500.0,21105.0,50909.0,41500.0,Public
21541,garrett college,mchenry,MD,42.0,7559.0,,,0.24,6396.0,,11688.0,10750.0,34304.0,31300.0,Public
21204,goucher college,baltimore,MD,13.0,8122.0,1225.0,0.729,0.556776556777,,23774.0,68893.0,26000.0,45943.0,39300.0,Private
21742,hagerstown community college,hagerstown,MD,22.0,7337.0,,,0.263370332997,7672.0,,11798.0,11000.0,39468.0,33100.0,Public
21015,harford community college,bel air,MD,41.0,7291.0,,,0.227995758218,9953.0,,14290.0,9812.0,42096.0,34100.0,Public
21701,hood college,frederick,MD,13.0,8181.0,,0.7813,0.633663366337,,23707.0,59174.0,25000.0,52669.0,41900.0,Private
21044,howard community college,columbia,MD,12.0,8810.0,,,0.125149700599,10225.0,,15645.0,10500.0,43783.0,41300.0,Public
21014,aveda institute maryland,bel air,MD,22.0,,,,0.5,,12253.0,,6333.0,20724.0,,Private
21218,johns hopkins university,baltimore,MD,11.0,18373.0,1553.0,0.0756,0.883720930233,,18161.0,81300.0,10250.0,94324.0,78400.0,Private
21046,lincoln college of technology columbia,columbia,MD,12.0,5182.0,,,0.656987295826,,29997.0,,11250.0,39262.0,40300.0,Private
21210,loyola university maryland,baltimore,MD,11.0,9511.0,1292.0,0.7633,0.803519061584,,29633.0,71606.0,27000.0,75881.0,64000.0,Private
20783,university of maryland global campus,adelphi,MD,21.0,9194.0,,,0.282017648462,14514.0,,19790.0,21000.0,60167.0,51200.0,Public
21201,university of maryland baltimore,baltimore,MD,11.0,13767.0,,,0.932270916335,,,,15000.0,85792.0,95700.0,
21250,university of maryland baltimore county,baltimore,MD,21.0,12619.0,1299.0,0.7424,0.596068796069,18328.0,,27935.0,19500.0,63658.0,51800.0,Public
20742,university of maryland college park,college park,MD,21.0,16391.0,1463.0,0.4484,0.728467153285,15590.0,,28073.0,19000.0,75472.0,59500.0,Public
21217,maryland institute college of art,baltimore,MD,11.0,9575.0,1207.0,0.7729,0.703448275862,,38429.0,71366.0,26500.0,37601.0,37300.0,Private
21853,university of maryland eastern shore,princess anne,MD,31.0,10559.0,,0.9036,0.300653594771,14035.0,,27799.0,27000.0,42148.0,36400.0,Public
21204,fortis institute towson,towson,MD,13.0,,,,0.529625779626,,25346.0,,12547.0,34896.0,27700.0,Private
20901,montgomery beauty school,silver spring,MD,21.0,,,,0.6,,20589.0,,11845.0,22667.0,25200.0,Private
20850,montgomery college,rockville,MD,13.0,9083.0,,,0.078369140625,7240.0,,14410.0,10415.0,44765.0,40700.0,Public
21251,morgan state university,baltimore,MD,11.0,11055.0,984.0,0.8296,0.385714285714,15015.0,,24778.0,27250.0,46142.0,35700.0,Public
21727,mount st marys university,emmitsburg,MD,42.0,8100.0,1141.0,0.7186,0.602197802198,,24987.0,62078.0,25391.0,58069.0,51600.0,Private
21208,ner israel rabbinical college,baltimore,MD,21.0,7528.0,,0.7941,,,5548.0,25650.0,,57560.0,,Private
20784,hair academy,new carrollton,MD,21.0,,,,0.372434017595,,20049.0,,13000.0,18714.0,20100.0,Private
21210,notre dame of maryland university,baltimore,MD,11.0,7926.0,,0.8649,0.617224880383,,24536.0,60362.0,22666.0,60395.0,47600.0,Private
20774,prince georges community college,largo,MD,21.0,8414.0,,,0.105624142661,10857.0,,16107.0,10500.0,42373.0,39600.0,Public
21224,maryland beauty academy of essex,baltimore,MD,21.0,,,,0.338709677419,,16484.0,,8500.0,25066.0,20100.0,Private
21801,salisbury university,salisbury,MD,23.0,10145.0,1250.0,0.8863,0.665110851809,16456.0,,26134.0,21000.0,57867.0,46800.0,Public
20686,st marys college of maryland,st. mary's city,MD,41.0,8799.0,1232.0,0.7539,0.60625,18362.0,,31319.0,21000.0,57190.0,44200.0,Public
21401,st johns college,annapolis,MD,21.0,8988.0,1381.0,0.4429,0.632911392405,,27934.0,52683.0,27000.0,41004.0,39500.0,Private
21252,towson university,towson,MD,13.0,9513.0,1166.0,0.828,0.610415623435,16791.0,,26621.0,18718.0,59840.0,49000.0,Public
20723,maryland university of integrative health,laurel,MD,21.0,5428.0,,,,,,,,,,
21402,united states naval academy,annapolis,MD,21.0,13901.0,1308.0,0.0936,,,,,,,,
21117,stevenson university,owings mills,MD,21.0,8699.0,,0.832,0.600235849057,,26806.0,57322.0,26000.0,59433.0,49000.0,Private
21620,washington college,chestertown,MD,32.0,6433.0,1274.0,0.6554,0.768166089965,,29095.0,70191.0,26956.0,59385.0,47700.0,Private
21157,mcdaniel college,westminster,MD,31.0,8097.0,,0.8358,0.55641025641,,20923.0,62974.0,25000.0,50310.0,46500.0,Private
21804,wor wic community college,salisbury,MD,41.0,7223.0,,,0.159653465347,6573.0,,12199.0,7828.0,35389.0,29600.0,Public
2141,hult international business school,cambridge,MA,12.0,10825.0,,0.5335,,,42402.0,74875.0,,,,Private
1109,american international college,springfield,MA,12.0,7944.0,,0.969,0.434689507495,,25299.0,55463.0,27000.0,47385.0,45600.0,Private
1002,amherst college,amherst,MA,13.0,14540.0,1494.0,0.0982,0.842639593909,,18246.0,83650.0,13740.0,86438.0,64800.0,Private
1612,anna maria college,paxton,MA,41.0,7192.0,,0.8956,0.41091954023,,29396.0,61106.0,25000.0,58760.0,43100.0,Private
1752,assabet valley regional technical school,marlborough,MA,21.0,,,0.3333,,36348.0,,,9500.0,,,Public
1609,assumption university,worcester,MA,12.0,9542.0,,0.8654,0.660377358491,,28853.0,61777.0,27000.0,52461.0,52100.0,Private
2457,babson college,wellesley,MA,21.0,19491.0,1435.0,0.1974,0.890510948905,,38876.0,77248.0,20000.0,102507.0,95800.0,Private
1604,bancroft school of massage rapy,worcester,MA,12.0,,,,0.62962962963,,,,,,30800.0,
2136,boston baptist college,boston,MA,11.0,2333.0,,1.0,,,16321.0,26691.0,,39366.0,28300.0,Private
1106,bay path university,longmeadow,MA,21.0,9298.0,,0.735,0.448863636364,,14590.0,47064.0,24901.0,47466.0,40800.0,Private
2452,bentley university,waltham,MA,13.0,15685.0,1340.0,0.4844,0.865,,38787.0,77082.0,25023.0,102857.0,79200.0,Private
2215,berklee college of music,boston,MA,11.0,10565.0,,0.4991,0.442442442442,,50404.0,69874.0,25000.0,27560.0,33700.0,Private
1201,berkshire community college,pittsfield,MA,41.0,7754.0,,,0.240246406571,8177.0,,17544.0,12053.0,35877.0,31600.0,Public
2115,boston architectural college,boston,MA,11.0,6788.0,,,0.342857142857,,37891.0,47152.0,37250.0,62292.0,41400.0,Private
2446,boston graduate school of psychoanalysis inc,brookline,MA,21.0,4315.0,,,,,,,,,,
2467,boston college,chestnut hill,MA,13.0,17441.0,1501.0,0.1565,0.884201077199,,39866.0,83683.0,19000.0,89620.0,82200.0,Private
2215,boston university,boston,MA,11.0,16124.0,1473.0,0.1085,0.763843648208,,26996.0,82694.0,23250.0,73661.0,63400.0,Private
2454,brandeis university,waltham,MA,13.0,14477.0,1473.0,0.3531,0.76,,33885.0,82123.0,25648.0,69857.0,57700.0,Private
2325,bridgewater state university,bridgewater,MA,21.0,10418.0,1127.0,0.8919,0.584476843911,17970.0,,25164.0,24286.0,50191.0,42200.0,Public
2720,bristol community college,fall river,MA,21.0,6969.0,,,0.251199302224,6235.0,,11846.0,8243.0,34395.0,33100.0,Public
2302,signature healthcare brockton hospital school of nursing,brockton,MA,21.0,,,0.5217,0.741935483871,,25162.0,,20000.0,,58500.0,Private
2129,bunker hill community college,boston,MA,11.0,8137.0,,,0.169005300904,6313.0,,14699.0,10500.0,45843.0,36100.0,Public
2129,cambridge college,boston,MA,11.0,8831.0,,,0.314516129032,,,,21791.0,48185.0,38900.0,
2668,cape cod community college,west barnstable,MA,13.0,7670.0,,,0.239757207891,8403.0,,14356.0,12000.0,37551.0,33500.0,Public
1801,carine hinds institute of estics,woburn,MA,21.0,,,,0.814159292035,,19272.0,,6233.0,,31700.0,Private
2186,laboure college of healthcare,milton,MA,21.0,7514.0,,0.4054,0.537459283388,,,,25250.0,76691.0,53300.0,
1610,clark university,worcester,MA,12.0,12160.0,1339.0,0.4167,0.767058823529,,27711.0,64426.0,26759.0,52065.0,44600.0,Private
1060,conway school of landscape design,northampton,MA,13.0,5205.0,,,,,,,,,,
2186,curry college,milton,MA,21.0,10852.0,1130.0,0.9205,0.532640949555,,29504.0,61556.0,25000.0,47710.0,48100.0,Private
2038,dean college,franklin,MA,21.0,7352.0,,0.7371,0.442731277533,,30236.0,62802.0,25000.0,33302.0,33900.0,Private
2720,diman regional technical institute,fall river,MA,21.0,,,0.6364,,20861.0,,,10015.0,,,Public
1742,national aviation academy of new england,concord,MA,21.0,,,,0.757281553398,,32825.0,,21198.0,56001.0,54500.0,Private
2170,eastern nazarene college,quincy,MA,21.0,6525.0,1035.0,0.5896,0.505813953488,,17733.0,41948.0,26000.0,48601.0,41700.0,Private
2116,emerson college,boston,MA,11.0,10655.0,1359.0,0.4748,0.782666666667,,46766.0,77153.0,23000.0,53113.0,46100.0,Private
2115,emmanuel college,boston,MA,11.0,10316.0,1263.0,0.806,0.703557312253,,31569.0,63864.0,27000.0,60385.0,50500.0,Private
1915,endicott college,beverly,MA,21.0,11198.0,1263.0,0.7229,0.742698191933,,39324.0,57533.0,27000.0,61678.0,53400.0,Private
2721,rob roy academy fall river,fall river,MA,21.0,,,,0.704918032787,,29207.0,,6333.0,18441.0,19700.0,Private
2116,fisher college,boston,MA,11.0,7612.0,,0.7075,0.353305785124,,25702.0,52723.0,25000.0,45266.0,36300.0,Private
1420,fitchburg state university,fitchburg,MA,22.0,10025.0,1114.0,0.8994,0.515515515516,15432.0,,24517.0,24239.0,53950.0,43200.0,Public
1701,framingham state university,framingham,MA,13.0,10336.0,1150.0,0.8487,0.487735849057,16698.0,,26539.0,25000.0,49378.0,44400.0,Public
2116,benjamin franklin cummings institute of technology,boston,MA,11.0,7648.0,,,0.486692015209,,16172.0,27631.0,12000.0,42060.0,40600.0,Private
1984,gordon college,wenham,MA,41.0,7655.0,1268.0,0.5878,0.631736526946,,24817.0,41160.0,26250.0,47385.0,44400.0,Private
1982,gordon conwell ological seminary,south hamilton,MA,21.0,6880.0,,,,,,,,,,
1301,greenfield community college,greenfield,MA,32.0,7823.0,,,0.315789473684,8081.0,,13752.0,8307.0,35403.0,31900.0,Public
1002,hampshire college,amherst,MA,41.0,9661.0,,0.7035,0.633333333333,,25810.0,71224.0,26893.0,34148.0,32700.0,Private
2138,harvard university,cambridge,MA,12.0,23783.0,1553.0,0.0345,0.773694390716,,16816.0,82842.0,14000.0,101095.0,123700.0,Private
2466,hebrew college,newton,MA,13.0,7982.0,,,,,,,,,,
2445,hellenic college holy cross greek orthodox school of ology,brookline,MA,21.0,7215.0,,0.9048,0.611111111111,,14334.0,41282.0,21500.0,54820.0,,Private
1610,college of  holy cross,worcester,MA,12.0,11812.0,1354.0,0.211,0.930022573363,,36868.0,76510.0,27000.0,84240.0,65800.0,Private
1040,holyoke community college,holyoke,MA,41.0,7594.0,,,0.219774314884,6860.0,,13587.0,8250.0,35578.0,32400.0,Public
2466,lasell university,newton,MA,13.0,8677.0,1159.0,0.8225,0.623983739837,,24944.0,63387.0,26000.0,50915.0,41600.0,Private
2155,lawrence memorial hospital school of nursing,medford,MA,21.0,7296.0,,,0.666666666667,,,,20000.0,95006.0,70300.0,
2138,lesley university,cambridge,MA,12.0,8931.0,,0.9442,0.577966101695,,31805.0,49226.0,21000.0,41277.0,36800.0,Private
2138,longy school of music of bard college,cambridge,MA,12.0,5730.0,,0.844,0.626666666667,,43291.0,67675.0,24254.0,37534.0,39000.0,Private
1852,lowell academy hairstyling institute,lowell,MA,21.0,,,,0.666666666667,,16686.0,,7994.0,,22500.0,Private
1854,university of massachusetts lowell,lowell,MA,21.0,13170.0,1253.0,0.8524,0.576695652174,18627.0,,29521.0,23704.0,64695.0,52200.0,Public
1003,university of massachusetts amherst,amherst,MA,13.0,13556.0,1393.0,0.5777,0.50897819581,23691.0,,33389.0,22763.0,66904.0,51600.0,Public
2125,university of massachusetts boston,boston,MA,11.0,11642.0,1188.0,0.8296,0.413744740533,18282.0,,29698.0,21974.0,64922.0,48600.0,Public
2481,massachusetts bay community college,wellesley hills,MA,21.0,7659.0,,,0.175914994097,7388.0,,13346.0,6500.0,42595.0,41400.0,Public
2115,mcphs university,boston,MA,11.0,11365.0,1216.0,0.8521,0.707983193277,,35084.0,58975.0,25000.0,108480.0,97800.0,Private
2115,massachusetts college of art and design,boston,MA,11.0,10166.0,,0.7747,0.705501618123,23764.0,,32256.0,25755.0,38459.0,36900.0,Public
2139,massachusetts institute of technology,cambridge,MA,12.0,23177.0,1553.0,0.0474,0.885474860335,,19813.0,79850.0,14768.0,135278.0,130700.0,Private
2532,massachusetts maritime academy,buzzards bay,MA,21.0,9395.0,,0.9455,0.730245231608,26661.0,,37721.0,25000.0,99847.0,84600.0,Public
1655,university of massachusetts chan medical school,worcester,MA,12.0,11359.0,,,,,,,,,120900.0,
2459,william james college,newton,MA,13.0,9013.0,,,,,,,,,,
2169,massachusetts school of barbering,quincy,MA,21.0,,,,0.770833333333,,16248.0,,8294.0,,,Private
2302,massasoit community college,brockton,MA,21.0,7442.0,,,0.244932432432,7718.0,,13887.0,10000.0,44680.0,35200.0,Public
1845,merrimack college,north andover,MA,21.0,11248.0,,0.7361,0.686855670103,,37899.0,68089.0,27000.0,55201.0,57200.0,Private
2129,mgh institute of health professions,boston,MA,11.0,10186.0,,,,,,,24961.0,89388.0,77600.0,
1730,middlesex community college,bedford,MA,21.0,7569.0,,,0.25,3694.0,,10759.0,7291.0,45369.0,35600.0,Public
1915,montserrat college of art,beverly,MA,21.0,6587.0,,,0.608695652174,,34725.0,56284.0,27000.0,28328.0,28300.0,Private
1075,mount holyoke college,south hadley,MA,21.0,11239.0,1422.0,0.3829,0.809968847352,,29562.0,77545.0,22902.0,55754.0,42000.0,Private
1440,mount wachusett community college,gardner,MA,22.0,7623.0,,,0.23257918552,8651.0,,14330.0,10252.0,38341.0,34400.0,Public
2746,rob roy academy new bedford,new bedford,MA,22.0,,,,,,25041.0,,,,20400.0,Private
2115,new england conservatory of music,boston,MA,11.0,7278.0,,0.4275,0.777777777778,,42556.0,77870.0,27000.0,29543.0,37700.0,Private
2115,new england college of optometry,boston,MA,11.0,10955.0,,,,,,,,,90100.0,
2116,new england law boston,boston,MA,11.0,11751.0,,,,,,,,,79700.0,
1571,nichols college,dudley,MA,21.0,10320.0,1110.0,0.8814,0.545454545455,,31065.0,55871.0,27000.0,48868.0,46900.0,Private
1247,massachusetts college of liberal arts,north adams,MA,31.0,9357.0,,0.9235,0.583554376658,18707.0,,27705.0,23750.0,45267.0,34800.0,Public
2109,north bennet street school,boston,MA,11.0,,,,,,35199.0,,9500.0,50517.0,41300.0,Private
